formula,T(K),S（uV/K）,κ（W/mK）,PF（mW/mK^2）,ZT,ρ（μΩm）,composition
Ca2.9Ag0.03Cd0.1Co4O9,760.326,195.848,2.78889,0.505606908981107,0.1378419653259788,75.8621736029981,Ca2.9 Ag0.03 Cd0.1 Co4 O9
Ca2.9Ag0.03Cd0.1Co4O9,958.152,242.907,2.86667,0.8850571597349997,0.2958203377837035,66.6666666666667,Ca2.9 Ag0.03 Cd0.1 Co4 O9
Ca2.9Ag0.1Cd0.1Co4O9,374.185,112.803,2.90556,0.2448502422455016,0.0315324026675178,51.9685694092213,Ca2.9 Ag0.1 Cd0.1 Co4 O9
Ca2.9Ag0.1Cd0.1Co4O9,564.402,121.799,2.90556,0.2843379255190467,0.0552323455164584,52.173822306396,Ca2.9 Ag0.1 Cd0.1 Co4 O9
Ca2.9Ag0.1Cd0.1Co4O9,756.522,154.325,2.72222,0.5376698949488753,0.1494218337483792,44.2952187740855,Ca2.9 Ag0.1 Cd0.1 Co4 O9
Ca2.9Ag0.1Cd0.1Co4O9,954.348,189.619,2.70556,0.8825424155593249,0.3113043470498567,40.7406652950643,Ca2.9 Ag0.1 Cd0.1 Co4 O9
La0.1Nb0.1Sr1Ti1O3,325.0,-97.6777,4.17066,0.3926456516761778,0.0305970366308348,24.2990926718796,La0.1 Nb0.1 Sr1 Ti1 O3
La0.1Nb0.1Sr1Ti1O3,621.371,-183.248,3.4521,1.6789914751999997,0.3022150609589811,20.0,La0.1 Nb0.1 Sr1 Ti1 O3
La0.1Nb0.1Sr1Ti1O3,863.306,-240.078,2.93114,1.673704978110233,0.492954805922758,34.4370404807411,La0.1 Nb0.1 Sr1 Ti1 O3
La0.1Nb0.1Sr1Ti1O3,1101.21,-288.597,2.76946,1.6817808945030492,0.6687202338490907,49.5238283900299,La0.1 Nb0.1 Sr1 Ti1 O3
La0.05Nb0.1Sr1Ti1O3,339.113,-110.528,4.49401,0.3805884905889791,0.0287187845174132,32.0988129858958,La0.05 Nb0.1 Sr1 Ti1 O3
La0.05Nb0.1Sr1Ti1O3,619.355,-180.227,3.61377,1.4429409848099208,0.2473020456882835,22.5108108168948,La0.05 Nb0.1 Sr1 Ti1 O3
La0.05Nb0.1Sr1Ti1O3,865.323,-221.198,3.00299,1.3737621516071874,0.3958547934942129,35.6164676299734,La0.05 Nb0.1 Sr1 Ti1 O3
La0.05Nb0.1Sr1Ti1O3,1101.21,-257.631,2.67066,1.2764199684417592,0.5263142569431338,51.9999168001331,La0.05 Nb0.1 Sr1 Ti1 O3
La0.1Nb0.05Sr1Ti1O3,314.919,-76.522,4.27844,0.1621554883598732,0.0119356223854495,36.1111211419781,La0.1 Nb0.05 Sr1 Ti1 O3
La0.1Nb0.05Sr1Ti1O3,619.355,-168.897,3.50599,1.3165923730524642,0.2325842541512978,21.666688333355,La0.1 Nb0.05 Sr1 Ti1 O3
La0.1Nb0.05Sr1Ti1O3,861.29,-224.216,2.98503,1.2954902154333954,0.3737961654156337,38.8060164847958,La0.1 Nb0.05 Sr1 Ti1 O3
La0.1Nb0.05Sr1Ti1O3,1101.21,-257.629,2.80539,1.0977049260896783,0.4308861305056392,60.4649756628473,La0.1 Nb0.05 Sr1 Ti1 O3
Nb0.1Sr1Ti1O3,320.968,-109.759,5.06886,0.6116184857419059,0.0387286218462549,19.6969816345343,Nb0.1 Sr1 Ti1 O3
Nb0.1Sr1Ti1O3,617.339,-199.864,3.99102,1.4441859019806875,0.2233895797422352,27.6596097782252,Nb0.1 Sr1 Ti1 O3
Nb0.1Sr1Ti1O3,859.274,-244.609,3.32635,1.265707222472097,0.3269617772881653,47.2728304134482,Nb0.1 Sr1 Ti1 O3
Nb0.1Sr1Ti1O3,1101.21,-281.045,2.8503,1.1392271885057774,0.4401390633457696,69.3332224001775,Nb0.1 Sr1 Ti1 O3
La0.1Nb0.2Sr1Ti1O3,314.919,-65.1927,3.73952,0.1160601317174431,0.0097738588429331,36.6197079944485,La0.1 Nb0.2 Sr1 Ti1 O3
La0.1Nb0.2Sr1Ti1O3,619.355,-125.846,3.4521,0.7492222499278146,0.1344209456864058,21.1382079450068,La0.1 Nb0.2 Sr1 Ti1 O3
La0.1Nb0.2Sr1Ti1O3,863.306,-164.55,3.03892,0.9737188369537488,0.2766171252468617,27.8075163716753,La0.1 Nb0.2 Sr1 Ti1 O3
La0.1Nb0.2Sr1Ti1O3,1054.84,-193.396,2.84132,0.9925933171174166,0.368500251512725,37.681104809993,La0.1 Nb0.2 Sr1 Ti1 O3
La0.1Sr1Ti1O3,312.903,-104.466,4.73653,0.1427101078904964,0.0094276655883653,76.4707231836291,La0.1 Sr1 Ti1 O3
La0.1Sr1Ti1O3,617.339,-180.225,3.73952,1.0618802513476864,0.1753005980678615,30.5882424913512,La0.1 Sr1 Ti1 O3
La0.1Sr1Ti1O3,861.29,-224.972,3.19162,0.9538514276554202,0.2574061749598438,53.0610945442583,La0.1 Sr1 Ti1 O3
La0.1Sr1Ti1O3,1101.21,-274.247,2.9491,0.9401427126125002,0.351054408652135,80.0,La0.1 Sr1 Ti1 O3
La0.05Nb0.05Sr1Ti1O3,314.919,-143.743,4.58383,0.1112572879348461,0.0076436154611217,185.714126530749,La0.05 Nb0.05 Sr1 Ti1 O3
La0.05Nb0.05Sr1Ti1O3,615.323,-233.849,3.5509,0.736146903653662,0.1275643136097559,74.2859265312186,La0.05 Nb0.05 Sr1 Ti1 O3
La0.05Nb0.05Sr1Ti1O3,859.274,-267.268,2.93114,0.7280582471893551,0.2134328357892785,98.1132815949295,La0.05 Nb0.05 Sr1 Ti1 O3
La0.05Nb0.05Sr1Ti1O3,1101.21,-311.256,2.58982,0.7638643315582991,0.3248005809497628,126.829194051203,La0.05 Nb0.05 Sr1 Ti1 O3
Nb0.05Sr1Ti1O3,319.597,-153.194,5.49260085512614,0.0252735910898411,0.00147059,928.574081640233,Nb0.05 Sr1 Ti1 O3
Nb0.05Sr1Ti1O3,619.308,-260.074,3.98385117926441,0.3121773130962209,0.0485294,216.66688333355,Nb0.05 Sr1 Ti1 O3
Nb0.05Sr1Ti1O3,858.501,-298.771,3.40953849940682,0.3387456947892382,0.0852941000000001,263.513638148342,Nb0.05 Sr1 Ti1 O3
Nb0.05Sr1Ti1O3,1097.69,-317.199,3.23325753988484,0.3508633326676951,0.1191179999999999,286.764663711079,Nb0.05 Sr1 Ti1 O3
Nb0.15Sr1Ti1O3,321.387,-96.683,4.91892,0.3151002018221989,0.0205876713918972,29.6654919131869,Nb0.15 Sr1 Ti1 O3
Nb0.15Sr1Ti1O3,621.965,-158.108,4.04423,1.087456572593496,0.1672407175588711,22.9877130673655,Nb0.15 Sr1 Ti1 O3
Nb0.15Sr1Ti1O3,863.295,-190.663,3.39558,1.1801036627104906,0.3000305077482059,30.804395171103,Nb0.15 Sr1 Ti1 O3
Nb0.15Sr1Ti1O3,1103.18,-220.762,3.0516,1.139580882266523,0.4119684223681947,42.7664779239441,Nb0.15 Sr1 Ti1 O3
Nb0.2Sr1Ti1O3,311.272,-77.6413,4.89926,0.2761867038720532,0.0175473821939765,21.8264361795006,Nb0.2 Sr1 Ti1 O3
Nb0.2Sr1Ti1O3,617.63,-141.523,4.06388,0.8748462018469547,0.1329594524559619,22.8940349591914,Nb0.2 Sr1 Ti1 O3
Nb0.2Sr1Ti1O3,861.85,-175.307,3.45455,0.9484216817962646,0.2366146752706172,32.4038819850618,Nb0.2 Sr1 Ti1 O3
Nb0.2Sr1Ti1O3,1103.18,-199.877,3.10074,0.9412731650913428,0.3348857789642046,42.4433805303725,Nb0.2 Sr1 Ti1 O3
Mg2Si0.55Sn0.4Ge0.05,304.813,-395.263,1.90526,0.1434790838091168,0.0229544996342275,1088.88930024707,Mg2 Si0.55 Sn0.4 Ge0.05
Mg2Si0.55Sn0.4Ge0.05,614.878,-298.421,1.75789,0.2862488956536142,0.1001246656285109,311.110696296849,Mg2 Si0.55 Sn0.4 Ge0.05
Mg2Si0.55Sn0.4Ge0.05,810.575,-152.105,1.98947,0.24434319474123,0.0995533911430544,94.6862099003901,Mg2 Si0.55 Sn0.4 Ge0.05
Mg2Si0.5325Sn0.4Ge0.05Bi0.0175,303.201,-94.2105,2.64211,1.067790136432936,0.1225365473642666,8.31213738300667,Mg2 Si0.5325 Sn0.4 Ge0.05 Bi0.0175
Mg2Si0.5325Sn0.4Ge0.05Bi0.0175,623.221,-173.158,2.16842,2.2028839318492963,0.633126205666361,13.611108842593,Mg2 Si0.5325 Sn0.4 Ge0.05 Bi0.0175
Mg2Si0.5325Sn0.4Ge0.05Bi0.0175,820.035,-211.053,1.98947,2.3726159026220244,0.9779630161332676,18.7739485180784,Mg2 Si0.5325 Sn0.4 Ge0.05 Bi0.0175
Mg2Si0.53Sn0.4Ge0.05Bi0.02,303.903,-95.2632,2.96842,1.5418374787388265,0.1578513267331326,5.88588447185959,Mg2 Si0.53 Sn0.4 Ge0.05 Bi0.02
Mg2Si0.53Sn0.4Ge0.05Bi0.02,609.489,-172.105,2.35789,3.087454357390876,0.7980734762146696,9.59370652851729,Mg2 Si0.53 Sn0.4 Ge0.05 Bi0.02
Mg2Si0.53Sn0.4Ge0.05Bi0.02,804.42,-217.0,2.01053,3.482914201183432,1.3935260064341124,13.52,Mg2 Si0.53 Sn0.4 Ge0.05 Bi0.02
Mg2Si0.5425Sn0.4Ge0.05Sb0.0075,304.44,-133.158,2.88421,1.2456968990911133,0.1314883326662408,14.2338420982961,Mg2 Si0.5425 Sn0.4 Ge0.05 Sb0.0075
Mg2Si0.5425Sn0.4Ge0.05Sb0.0075,613.699,-226.842,2.03158,2.173808195534885,0.6566632452532332,23.6714964409905,Mg2 Si0.5425 Sn0.4 Ge0.05 Sb0.0075
Mg2Si0.5425Sn0.4Ge0.05Sb0.0075,809.5,-243.684,1.75789,1.79963355277712,0.8287227078901858,32.9966574386015,Mg2 Si0.5425 Sn0.4 Ge0.05 Sb0.0075
Mg2Si0.5375Sn0.4Ge0.05Sb0.0125,303.04,-107.895,3.41053,1.7479807773968237,0.1553154772960019,6.65987359559916,Mg2 Si0.5375 Sn0.4 Ge0.05 Sb0.0125
Mg2Si0.5375Sn0.4Ge0.05Sb0.0125,609.563,-187.895,2.45263,3.1936196328966835,0.793724436334629,11.0547075366574,Mg2 Si0.5375 Sn0.4 Ge0.05 Sb0.0125
Mg2Si0.5375Sn0.4Ge0.05Sb0.0125,803.493,-219.474,2.16842,3.185039086225151,1.1801941554257505,15.1234679926923,Mg2 Si0.5375 Sn0.4 Ge0.05 Sb0.0125
Ba7.97Ga15.95Sn30.05,300.0,313.529,0.718797333818049,1.4057016299345917,0.586689,69.9298,Ba7.97 Ga15.95 Sn30.05
Ba7.97Ga15.95Sn30.05,460.218,361.768,0.773800486901844,1.4667586312383654,0.8723549999999999,89.2281,Ba7.97 Ga15.95 Sn30.05
Ba7.97Ga15.95Sn30.05,600.0,315.179,1.20319689115751,1.207303803212661,0.602048,82.2807,Ba7.97 Ga15.95 Sn30.05
Ba7.98Ga15.89Cu0.008Sn30.1,300.0,345.707,0.842284607005326,1.190122881160315,0.4238909999999998,100.421,Ba7.98 Ga15.89 Cu0.008 Sn30.1
Ba7.98Ga15.89Cu0.008Sn30.1,460.218,412.098,0.836980257205174,1.340718273930858,0.7372010000000003,126.667,Ba7.98 Ga15.89 Cu0.008 Sn30.1
Ba7.98Ga15.89Cu0.008Sn30.1,600.0,398.513,1.42998250656844,1.3616555591004182,0.5713309999999983,116.632,Ba7.98 Ga15.89 Cu0.008 Sn30.1
Ba8Ga15.89Cu0.003Sn30.11,300.0,350.658,0.742314423431572,1.079268260897042,0.4361769999999997,113.93,Ba8 Ga15.89 Cu0.003 Sn30.11
Ba8Ga15.89Cu0.003Sn30.11,460.218,450.052,0.730806727900246,1.3950176847644171,0.8784980000000002,145.193,Ba8 Ga15.89 Cu0.003 Sn30.11
Ba8Ga15.89Cu0.003Sn30.11,600.0,410.064,1.14528880757857,1.155060029921898,0.6051190000000018,145.579,Ba8 Ga15.89 Cu0.003 Sn30.11
Ba7.99Ga15.84Cu0.004Sn30.16,300.0,392.737,0.841912780786387,1.1033940522430237,0.3931740000000002,139.789,Ba7.99 Ga15.84 Cu0.004 Sn30.16
Ba7.99Ga15.84Cu0.004Sn30.16,460.218,470.679,0.832820740504622,1.2951466565392014,0.7157000000000001,171.053,Ba7.99 Ga15.84 Cu0.004 Sn30.16
Ba7.99Ga15.84Cu0.004Sn30.16,600.0,431.516,1.42802960182976,1.2428236826697816,0.5221839999999982,149.825,Ba7.99 Ga15.84 Cu0.004 Sn30.16
Ba7.99Ga15.91Cu0.009Sn30.08,300.0,385.311,0.843284000428571,1.1828997659211689,0.4208189999999998,125.509,Ba7.99 Ga15.91 Cu0.009 Sn30.08
Ba7.99Ga15.91Cu0.009Sn30.08,460.218,454.178,0.838346148501773,1.3093336190778448,0.7187709999999996,157.544,Ba7.99 Ga15.91 Cu0.009 Sn30.08
Ba7.99Ga15.91Cu0.009Sn30.08,600.0,417.49,1.42930747106127,1.2366201487083797,0.5191129999999992,140.947,Ba7.99 Ga15.91 Cu0.009 Sn30.08
Ba8Ga15.97Cu0.014Sn30.02,300.0,327.556,0.84008362956823,0.860153227478615,0.3071669999999999,124.737,Ba8 Ga15.97 Cu0.014 Sn30.02
Ba8Ga15.97Cu0.014Sn30.02,460.218,428.6,0.840311754541158,1.1834073749581262,0.6481229999999999,155.228,Ba8 Ga15.97 Cu0.014 Sn30.02
Ba8Ga15.97Cu0.014Sn30.02,600.0,419.965,1.42454168488655,1.1741523671701806,0.4945389999999991,150.211,Ba8 Ga15.97 Cu0.014 Sn30.02
Sr0.9La0.1Ti0.99Ta0.01O3,301.699,-80.367,5.79468,0.2436945011488875,0.0126879115502699,26.5039,Sr0.9 La0.1 Ti0.99 Ta0.01 O3
Sr0.9La0.1Ti0.99Ta0.01O3,568.365,-138.471,4.67681,1.163816005839044,0.1414366382552869,16.4753,Sr0.9 La0.1 Ti0.99 Ta0.01 O3
Sr0.9La0.1Ti0.99Ta0.01O3,853.715,-191.07,3.84411,1.0385326200744172,0.2306413905291032,35.1532,Sr0.9 La0.1 Ti0.99 Ta0.01 O3
Sr0.9La0.1Ti0.99Ta0.01O3,1043.95,-215.535,3.22814,0.8437986781400417,0.2728765264345092,55.055,Sr0.9 La0.1 Ti0.99 Ta0.01 O3
Sr0.9La0.1Ti0.97Ta0.03O3,303.397,-66.2997,5.50951,0.1330543556396712,0.0073270204315827,33.0365,Sr0.9 La0.1 Ti0.97 Ta0.03 O3
Sr0.9La0.1Ti0.97Ta0.03O3,566.667,-120.122,4.31179,0.7711829061601446,0.1013509247632771,18.7106,Sr0.9 La0.1 Ti0.97 Ta0.03 O3
Sr0.9La0.1Ti0.97Ta0.03O3,852.017,-173.333,3.60456,0.8940088283744418,0.2113186408119456,33.6063,Sr0.9 La0.1 Ti0.97 Ta0.03 O3
Sr0.9La0.1Ti0.97Ta0.03O3,1043.95,-200.856,3.06844,0.7975299591381653,0.2713370314695049,50.5851,Sr0.9 La0.1 Ti0.97 Ta0.03 O3
Sr0.9La0.1Ti0.95Ta0.05O3,305.096,-57.737,6.05703,0.0482151420248686,0.0024286237597005,69.1393,Sr0.9 La0.1 Ti0.95 Ta0.05 O3
Sr0.9La0.1Ti0.95Ta0.05O3,564.968,-110.948,4.6654,0.282072780819124,0.034158291857894,43.6393,Sr0.9 La0.1 Ti0.95 Ta0.05 O3
Sr0.9La0.1Ti0.95Ta0.05O3,848.62,-164.159,3.79848,0.5000255555576172,0.1117109177769278,53.8936,Sr0.9 La0.1 Ti0.95 Ta0.05 O3
Sr0.9La0.1Ti0.95Ta0.05O3,1038.85,-186.177,3.20532,0.5114015321888158,0.1657461600446605,67.7782,Sr0.9 La0.1 Ti0.95 Ta0.05 O3
Ca0.98Dy0.02Mn1O3,323.035,-194.681,2.94855,0.203612808360329,0.0223072573124684,186.141,Ca0.98 Dy0.02 Mn1 O3
Ca0.98Dy0.02Mn1O3,573.857,-248.936,2.42568,0.2426023532248908,0.0573938271390192,255.435,Ca0.98 Dy0.02 Mn1 O3
Ca0.98Dy0.02Mn1O3,773.492,-286.322,2.24497,0.2576319429930831,0.0887656613895089,318.207,Ca0.98 Dy0.02 Mn1 O3
Ca0.98Dy0.02Mn1O3,974.406,-299.544,2.19247,0.2482661330278655,0.1103376600907425,361.413,Ca0.98 Dy0.02 Mn1 O3
Ca0.96Dy0.02Ho0.02Mn1O3,323.035,-140.881,1.52976,0.2921544798983732,0.0616934175386799,67.9348,Ca0.96 Dy0.02 Ho0.02 Mn1 O3
Ca0.96Dy0.02Ho0.02Mn1O3,573.857,-180.547,1.45132,0.3407890169698135,0.1347491682821474,95.6522,Ca0.96 Dy0.02 Ho0.02 Mn1 O3
Ca0.96Dy0.02Ho0.02Mn1O3,772.212,-196.96,1.40309,0.3319974804874709,0.1827198814061756,116.848,Ca0.96 Dy0.02 Ho0.02 Mn1 O3
Ca0.96Dy0.02Ho0.02Mn1O3,973.126,-200.608,1.37195,0.3283741833314294,0.2329162546219473,122.554,Ca0.96 Dy0.02 Ho0.02 Mn1 O3
Ca0.96Dy0.02Er0.02Mn1O3,324.314,-145.897,1.70925,0.2682611818979227,0.0509000186900938,79.3478,Ca0.96 Dy0.02 Er0.02 Mn1 O3
Ca0.96Dy0.02Er0.02Mn1O3,573.857,-182.827,1.55389,0.3029722089897214,0.1118886941380757,110.326,Ca0.96 Dy0.02 Er0.02 Mn1 O3
Ca0.96Dy0.02Er0.02Mn1O3,773.492,-205.167,1.48429,0.3302849668800904,0.1721178338478429,127.446,Ca0.96 Dy0.02 Er0.02 Mn1 O3
Ca0.96Dy0.02Er0.02Mn1O3,974.406,-207.903,1.43178,0.3413382090262971,0.2322996542097794,126.63,Ca0.96 Dy0.02 Er0.02 Mn1 O3
Ca0.96Dy0.02Tm0.02Mn1O3,323.035,-146.809,1.62377,0.2894694550643664,0.0575874449070481,74.4565,Ca0.96 Dy0.02 Tm0.02 Mn1 O3
Ca0.96Dy0.02Tm0.02Mn1O3,573.857,-179.179,1.54534,0.3068735809692219,0.1139565096058179,104.62,Ca0.96 Dy0.02 Tm0.02 Mn1 O3
Ca0.96Dy0.02Tm0.02Mn1O3,773.492,-196.505,1.51848,0.310941055884366,0.158388927873999,124.185,Ca0.96 Dy0.02 Tm0.02 Mn1 O3
Ca0.96Dy0.02Tm0.02Mn1O3,974.406,-193.313,1.48734,0.2877021192307396,0.1884832460574905,129.891,Ca0.96 Dy0.02 Tm0.02 Mn1 O3
Ca0.98Bi0.04Mn0.98V0.04O3,327.812,-107.53,1.98331,0.2325686970923299,0.0384401882364485,49.7173568264417,Ca0.98 Bi0.04 Mn0.98 V0.04 O3
Ca0.98Bi0.04Mn0.98V0.04O3,620.654,-137.651,1.73436,0.310385770557961,0.1110739235452159,61.0459615044167,Ca0.98 Bi0.04 Mn0.98 V0.04 O3
Ca0.98Bi0.04Mn0.98V0.04O3,826.789,-152.711,1.63062,0.3141921148015765,0.1593078610618542,74.2241718438027,Ca0.98 Bi0.04 Mn0.98 V0.04 O3
Ca0.98Bi0.04Mn0.98V0.04O3,1029.65,-170.783,1.51845,0.330139383734391,0.2238651364629166,88.3470271225373,Ca0.98 Bi0.04 Mn0.98 V0.04 O3
Ca0.98Bi0.06Mn0.98V0.06O3,329.448,-84.9398,1.88131,0.1188048899221042,0.0208046698178702,60.7278844226904,Ca0.98 Bi0.06 Mn0.98 V0.06 O3
Ca0.98Bi0.06Mn0.98V0.06O3,619.018,-112.048,1.69186,0.1867180724353793,0.0683164373900935,67.2390954996873,Ca0.98 Bi0.06 Mn0.98 V0.06 O3
Ca0.98Bi0.06Mn0.98V0.06O3,825.153,-127.108,1.60513,0.2054824974518511,0.1056328766018249,78.6268605080868,Ca0.98 Bi0.06 Mn0.98 V0.06 O3
Ca0.98Bi0.06Mn0.98V0.06O3,1029.65,-143.675,1.55245,0.232356171816125,0.1541083656868003,88.839928217338,Ca0.98 Bi0.06 Mn0.98 V0.06 O3
Ca0.9Y0.1Mn0.95Fe0.05O3,296.296,-109.03,2.34894,0.1148150100980099,0.0144827999999999,103.536470448005,Ca0.9 Y0.1 Mn0.95 Fe0.05 O3
Ca0.9Y0.1Mn0.95Fe0.05O3,674.074,-126.92,2.21299,0.1723578939404279,0.0525,93.4606824887733,Ca0.9 Y0.1 Mn0.95 Fe0.05 O3
Ca0.9Y0.1Mn0.95Fe0.05O3,872.222,-112.068,2.15257,0.1946674296234216,0.0788793,64.5163736342308,Ca0.9 Y0.1 Mn0.95 Fe0.05 O3
Ca0.9Y0.1Mn0.95Fe0.05O3,1168.52,-91.1392,2.06193,0.1889302563670281,0.1070689999999998,43.9651855471129,Ca0.9 Y0.1 Mn0.95 Fe0.05 O3
Ca0.9Y0.1Mn0.9Fe0.1O3,305.556,-139.409,2.21299,0.0412073750258545,0.00568966,471.635702803347,Ca0.9 Y0.1 Mn0.9 Fe0.1 O3
Ca0.9Y0.1Mn0.9Fe0.1O3,675.926,-132.321,2.00906,0.1145363879625877,0.0385345,152.867113695947,Ca0.9 Y0.1 Mn0.9 Fe0.1 O3
Ca0.9Y0.1Mn0.9Fe0.1O3,874.074,-117.468,1.89577,0.1385471488237837,0.0638792999999999,99.5959219741896,Ca0.9 Y0.1 Mn0.9 Fe0.1 O3
Ca0.9Y0.1Mn0.9Fe0.1O3,1168.52,-97.8903,1.72961,0.1431682560854756,0.0967241,66.9318122333554,Ca0.9 Y0.1 Mn0.9 Fe0.1 O3
Ca0.9Y0.1Mn0.85Fe0.15O3,303.704,-219.747,2.02417,0.0103421261241208,0.00155172,4669.13122403106,Ca0.9 Y0.1 Mn0.85 Fe0.15 O3
Ca0.9Y0.1Mn0.85Fe0.15O3,674.074,-165.401,1.92598,0.0724157553977754,0.0253448,377.783683270677,Ca0.9 Y0.1 Mn0.85 Fe0.15 O3
Ca0.9Y0.1Mn0.85Fe0.15O3,874.074,-140.084,1.86556,0.107636260042056,0.050431,182.313349129119,Ca0.9 Y0.1 Mn0.85 Fe0.15 O3
Ca0.9Y0.1Mn0.85Fe0.15O3,1168.52,-112.405,1.79758,0.1217409255143263,0.0791379000000003,103.785017007392,Ca0.9 Y0.1 Mn0.85 Fe0.15 O3
Ca0.94La0.06Mn1O3,300.0,-134.571,3.13187,0.0680981989282893,0.0065230867432194,265.93,Ca0.94 La0.06 Mn1 O3
Ca0.94La0.06Mn1O3,500.0,-172.286,2.83516,0.1443503112222071,0.0254571719448297,205.628,Ca0.94 La0.06 Mn1 O3
Ca0.94La0.06Mn1O3,800.0,-203.143,2.38022,0.2154286349251923,0.0724062935107485,191.558,Ca0.94 La0.06 Mn1 O3
Ca0.94La0.06Mn1O3,1000.0,-198.0,2.1956,0.2136248215433908,0.0972967851809941,183.518,Ca0.94 La0.06 Mn1 O3
Ca0.92La0.08Mn1O3,300.0,-114.0,2.77582,0.0762443385821228,0.0082401962571913,170.452,Ca0.92 La0.08 Mn1 O3
Ca0.92La0.08Mn1O3,500.0,-152.571,2.45934,0.1558645974877299,0.0316882979758247,149.347,Ca0.92 La0.08 Mn1 O3
Ca0.92La0.08Mn1O3,800.0,-181.714,2.15604,0.2138987497473635,0.0793672658196929,154.372,Ca0.92 La0.08 Mn1 O3
Ca0.92La0.08Mn1O3,1000.0,-184.286,2.0044,0.2065497913661189,0.1030481896657947,164.422,Ca0.92 La0.08 Mn1 O3
Ca0.9La0.1Mn1O3,300.0,-84.8571,2.55824,0.0726645248311981,0.0085212323508972,99.0955,Ca0.9 La0.1 Mn1 O3
Ca0.9La0.1Mn1O3,500.0,-126.857,2.20879,0.167492000959613,0.0379148766880538,96.0804,Ca0.9 La0.1 Mn1 O3
Ca0.9La0.1Mn1O3,800.0,-153.429,1.89231,0.2305379248171108,0.0974630688701579,102.111,Ca0.9 La0.1 Mn1 O3
Ca0.9La0.1Mn1O3,1000.0,-155.143,1.82637,0.2289571604455605,0.1253618710587452,105.126,Ca0.9 La0.1 Mn1 O3
Ca0.88La0.12Mn1O3,300.0,-69.4286,2.20879,0.0553836895642222,0.0075222664306098,87.0352,Ca0.88 La0.12 Mn1 O3
Ca0.88La0.12Mn1O3,500.0,-101.143,1.94505,0.1136021362394128,0.0292028832779139,90.0503,Ca0.88 La0.12 Mn1 O3
Ca0.88La0.12Mn1O3,800.0,-122.571,1.76044,0.1563653985724455,0.0710574168150896,96.0804,Ca0.88 La0.12 Mn1 O3
Ca0.88La0.12Mn1O3,1000.0,-123.429,1.73407,0.1506806523945166,0.0868942155706036,101.106,Ca0.88 La0.12 Mn1 O3
Ca0.94Dy0.06Mn1O3,300.0,-133.043,3.01379,0.0758048815802998,0.0075458026186595,233.5,Ca0.94 Dy0.06 Mn1 O3
Ca0.94Dy0.06Mn1O3,500.0,-168.261,2.77442,0.139124148014742,0.0250726544673737,203.5,Ca0.94 Dy0.06 Mn1 O3
Ca0.94Dy0.06Mn1O3,800.0,-190.174,2.36354,0.1840516553486005,0.062296946224257,196.5,Ca0.94 Dy0.06 Mn1 O3
Ca0.94Dy0.06Mn1O3,1000.0,-189.391,2.16552,0.187305226532637,0.0864943415589036,191.5,Ca0.94 Dy0.06 Mn1 O3
Ca0.92Dy0.08Mn1O3,300.0,-106.435,2.86207,0.0778584826460481,0.008161066917935,145.5,Ca0.92 Dy0.08 Mn1 O3
Ca0.92Dy0.08Mn1O3,500.0,-151.826,2.62957,0.2248891148878048,0.0427615760158133,102.5,Ca0.92 Dy0.08 Mn1 O3
Ca0.92Dy0.08Mn1O3,800.0,-180.783,2.33595,0.3386786848601036,0.115988333606491,96.5,Ca0.92 Dy0.08 Mn1 O3
Ca0.92Dy0.08Mn1O3,1000.0,-184.696,2.07586,0.3264364824497607,0.1572536117318898,104.5,Ca0.92 Dy0.08 Mn1 O3
Ca0.9Dy0.1Mn1O3,300.0,-81.3913,2.57244,0.1394640782250526,0.0162644117909517,47.5,Ca0.9 Dy0.1 Mn1 O3
Ca0.9Dy0.1Mn1O3,500.0,-127.565,2.30543,0.3159772665048543,0.0685289222628434,51.5,Ca0.9 Dy0.1 Mn1 O3
Ca0.9Dy0.1Mn1O3,800.0,-153.391,2.08767,0.3705322658425197,0.1419888261430282,63.5,Ca0.9 Dy0.1 Mn1 O3
Ca0.9Dy0.1Mn1O3,1000.0,-154.957,1.8552,0.355728471837037,0.1917466967642502,67.5,Ca0.9 Dy0.1 Mn1 O3
Ca0.88Dy0.12Mn1O3,300.0,-65.7391,2.1931,0.0670020041675969,0.0091653829056035,64.5,Ca0.88 Dy0.12 Mn1 O3
Ca0.88Dy0.12Mn1O3,500.0,-99.3913,1.97445,0.177993342625045,0.045074158025031,55.5,Ca0.88 Dy0.12 Mn1 O3
Ca0.88Dy0.12Mn1O3,800.0,-120.522,1.76354,0.2526183040695652,0.1145960076072287,57.5,Ca0.88 Dy0.12 Mn1 O3
Ca0.88Dy0.12Mn1O3,1000.0,-122.087,1.62761,0.238483769104,0.1465239025958307,62.5,Ca0.88 Dy0.12 Mn1 O3
Ca0.94Yb0.06Mn1O3,300.0,-123.724,2.82834,0.0615859870210857,0.0065323815758804,248.557,Ca0.94 Yb0.06 Mn1 O3
Ca0.94Yb0.06Mn1O3,500.0,-170.069,2.51577,0.1381841602256928,0.0274635917086404,209.311,Ca0.94 Yb0.06 Mn1 O3
Ca0.94Yb0.06Mn1O3,800.0,-199.034,2.17837,0.1958526757009299,0.0719263213139842,202.267,Ca0.94 Yb0.06 Mn1 O3
Ca0.94Yb0.06Mn1O3,1000.0,-197.379,2.03262,0.1897765538857983,0.0933654858683857,205.286,Ca0.94 Yb0.06 Mn1 O3
